7447	3882	1070	7189	6725
8583	9652	2579	5550	4385
8043	3426	5595	6950	6625
2507	4705	8049	5618	5024
78	4730	5873	9151	1744
5354	587	2336	9345	5160
2565	1903	1873	7489	8715
7360	3590	1139	5895	4454
346	6702	2479	1474	265
8739	5649	7208	9201	7374
2397	690	8369	1406	6160
652	7185	6966	1477	3556
1255	3279	7592	3270	5841
9253	8944	4609	5359	3822
9588	1689	7708	5915	3132
5988	723	5607	369	6190
4486	4754	256	6102	2005
7288	9428	4232	1642	4838
5194	3310	1754	2306	9004
1134	8953	8508	2893	7873
484	246	1811	5204	8371
921	4654	1766	5919	3251
3295	7509	4262	1062	7999
5934	4932	9095	3089	9665
2024	1297	8875	4766	7178
2456	7115	7830	8090	2624
2892	5800	708	6956	2183
9139	666	3277	4620	8908
3389	4340	9293	4453	6438
7483	4589	5883	6951	3805
6686	2514	7202	5964	1954
9421	3551	5677	6706	4849
6450	1317	5854	9492	5727
6222	2602	9546	5801	3491
3196	6839	1362	1859	7576
1029	1081	1312	6570	326
2886	5301	6355	2261	7141
4076	1325	6507	5504	7932
2151	7087	5845	7508	2226
1919	8367	1337	607	8033
3207	9229	4395	2452	8263
4583	2768	8209	8004	7004
3500	3896	7169	8951	4493
2450	6423	2146	664	6642
7762	3604	3948	3813	7591
1540	5281	7610	8803	6502
9154	4757	3142	2938	4482
2581	5448	4599	1554	5400
7286	1383	3254	8253	5462
6796	7612	6335	9281	3684
6727	3184	5047	4407	3517
2033	5522	3595	9311	9185
715	8135	4160	4139	9549
4956	1665	4872	4010	9186
8510	5724	6350	8141	4074
9417	6806	1270	6948	8966
260	6821	4621	8498	3444
5642	1318	189	7244	2569
2480	3716	4159	8687	2220
968	5205	4967	8112	7962
6418	1444	6050	6477	8165
3960	929	1573	1068	7361
547	1058	902	1224	5351
6357	8339	2435	1957	175
6698	4213	1986	8766	303
8297	1520	139	133	8622
4529	917	2674	3102	6807
1781	5558	7129	4171	3626
7372	6446	3206	4474	499
185	7540	2060	6968	2644
6225	9477	5323	1860	6869
9639	6105	1097	1266	298
8150	5031	3857	4396	1568
145	8495	650	5077	8162
3942	7672	3926	3533	7037
2	3125	6715	1575	2255
9109	5555	4647	7013	5328
317	8441	2046	1235	6919
106	9644	2442	8155	7884
6606	1117	5922	3047	1683
8353	6395	2056	9242	3407
1743	5037	8107	669	237
5370	8031	9372	6206	2879
3727	8761	4093	3003	7162
340	3992	290	5497	2385
4374	8373	7140	5674	3894
7324	9384	7080	2627	6549
6868	1824	8827	3844	8214
6184	5010	7767	8975	44
8689	47	9228	8800	7275
7209	1207	6486	2555	3520
8305	560	4296	8166	4896
353	4719	6471	8910	3845
7687	9254	8743	1209	5891
4094	9368	8671	302	9037
3581	6371	9626	717	1386
6649	9604	2685	6275	3014
5434	2059	9323	7352	2989
7247	9407	2469	7027	6700
7296	1509	4639	6067	5587
753	7107	436	1939	9614
4275	6278	9205	8265	7918
4925	8395	7285	3245	9230
5028	6947	3347	1618	5808
1137	4821	2289	1251	1011
1579	8355	8722	3940	7805
1093	6613	8941	6731	5094
23	6976	6074	6155	7022
9019	1308	2130	1918	9053
7537	6415	1513	2012	3959
3126	5415	5246	5425	1949
9435	8164	2963	7768	5950
5852	6542	1370	8950	6679
3994	1940	3899	5537	908
3179	2799	1177	9541	999
7478	1681	8748	4413	4653
5611	625	2379	5639	6465
7226	8526	1985	9490	9124
2913	4097	9676	9073	1065
5268	7117	3208	4368	9502
7386	8823	2072	1170	6416
4819	5718	514	7770	8086
5036	7042	7532	9444	6470
5527	1557	8275	9622	9693
768	7994	4481	6993	4949
9674	1152	9361	3434	4886
7837	6971	2657	4837	6194
234	2769	7010	3640	942
5465	4568	7909	9673	9594
8187	6369	4628	8417	5489
9401	6746	5943	3095	2701
335	2518	678	4731	4607
3594	6436	382	2693	1961
6296	735	900	7259	3006
2610	2495	3919	3764	6157
8035	4795	95	1471	2355
5017	3286	1131	6396	1725
7453	3749	8702	7466	7467
7245	7281	5779	4299	9356
3717	8581	3261	9025	6899
7420	5856	4709	4193	6861
1076	8060	2619	3971	1745
3174	2573	8731	3356	506
9131	8769	5781	2039	1855
8787	1148	5483	7460	7397
330	6091	7931	8623	8466
5750	6907	9113	1307	5299
3032	7163	1241	3864	659
6720	4625	9072	8260	8201
8907	9472	8559	2285	8860
2484	1524	6826	9078	2832
3188	3510	1840	6584	8160
9050	8030	9437	7993	1850
5082	6040	8575	1539	5737
6289	3829	6023	4297	3573
8534	9007	6939	4540	1274
4329	9695	6932	7659	2917
5767	8082	2243	1432	3946
1310	1934	241	7304	9487
4527	1955	4125	2873	8048
5923	7707	9190	8382	3775
1236	5053	3652	193	5940
2997	3155	6776	4678	3144
5885	4858	2547	1204	8578
1036	2235	719	6303	8503
7440	4316	8681	8387	6585
8943	3600	5913	5669	1800
4791	1150	2064	3924	3432
5085	3802	6952	2910	8865
4183	7695	3307	2907	6646
1458	5765	187	3979	162
4350	9150	3681	1820	1635
603	3023	6072	7211	131
5782	3483	5252	8181	755
3957	1508	6979	4822	8363
6093	9613	6060	7736	10
5641	4679	7550	7709	8460
8368	6634	3659	8550	6411
3272	8380	357	2899	249
8788	9314	8153	9183	1109
3925	9691	2890	6963	5741
4732	5440	5694	1729	5392
9458	6227	183	1482	660
7657	5616	4238	7333	6491
7274	2262	9603	3405	2391
1455	5534	90	4867	9668
6678	8546	6640	6782	9539
2283	3022	586	3114	5850
1587	3703	863	869	9062
169	4878	4950	7584	7414
9696	5291	6326	397	2109
1009	8672	6797	7846	5773
4321	2944	6670	1733	1785
3494	2608	4936	6384	2468
1727	5346	2427	154	2726
2831	1983	5449	4590	431
7801	3129	2998	4549	899
6647	1107	1442	697	585
445	3780	3779	6426	2387
4117	3860	2869	8099	9537
6744	838	8838	6734	6777
432	6581	1119	1220	2534
3676	34	3737	3648	2675
4676	7181	4812	561	2369
6814	8326	7437	2395	7381
3915	5143	4842	1671	1077
3486	2702	4146	1815	7106
2587	5963	8547	6004	2509
1135	4912	7535	8397	1526
2066	2790	9523	763	9036
8863	2750	4522	7218	3801
4322	4558	307	4959	7090
6745	297	9374	6677	672
5507	8824	1053	984	7062
7051	5636	4685	7839	4268
2760	1123	1211	4303	7891
4120	1541	9362	3821	3784
1956	8073	1852	6997	6608
197	8118	5339	4574	6906
6804	7487	786	3031	5386
1043	9454	2303	7549	9146
597	4965	703	7654	3366
8928	8351	5222	3454	1331
8927	6589	7893	4099	66
3439	3469	5203	4103	5435
3820	1416	7756	1164	475
4333	9231	4075	6323	7523
4112	8100	8422	7455	5865
6111	2781	4431	6712	6226
2481	7996	5719	4749	1654
6516	7300	6927	9370	9142
6857	7804	907	1517	3789
875	809	7196	6125	9342
9193	3984	6203	289	1481
1773	4142	4186	3892	8981
4189	6187	9365	8629	7688
6580	144	4300	8992	1828
1829	2117	491	5457	3981
8480	8184	3044	64	2617
6530	857	8012	5014	141
6376	3534	7666	5610	694
2894	3253	4122	8115	5032
9207	8904	3012	9569	2489
6267	5042	9441	6790	955
8085	6802	5897	6561	4789
3891	8088	310	9100	6935
264	9339	4288	590	5245
9699	6753	4077	6657	3498
5788	9480	324	8714	4986
1722	5861	5154	6159	8636
9212	814	6183	1125	6864
8558	4645	4475	9694	5931
538	1504	3160	663	8664
8644	6433	691	8802	5111
532	5846	7370	948	644
8168	2876	2463	1079	7649
5431	2212	2045	7691	2095
7176	4638	4954	8277	8926
4257	3212	2712	5894	4229
5640	9348	8471	3071	1485
3290	6714	4149	9414	4756
2498	6351	3902	3131	8475
1527	5242	6522	4883	3635
9517	924	5405	812	4090
2140	8313	9096	3315	2152
7527	1183	79	7853	5941
7639	6249	8997	6798	653
3586	8320	6299	9427	4991
6592	3214	1004	9615	3029
824	3578	3056	7104	2564
2028	7131	5428	1841	4542
4198	7582	9224	6122	7930
6406	2062	5756	70	9178
7018	273	1784	4688	3333
1803	2319	1189	2677	643
2473	4820	8038	1191	1184
1817	1214	5821	5326	1680
8781	269	6703	72	8207
919	2258	1958	5051	3669
8998	4707	2213	6432	8401
6885	7491	3783	413	8877
629	7307	6784	9313	6277
1854	8627	2839	6945	4514
5749	5667	7427	4871	8678
8976	2784	1751	8282	4722
1188	8911	6036	4537	6788
6112	1585	1441	4021	240
7809	2025	1437	1979	294
4414	2512	6131	5951	4018
3700	2075	7151	5830	1291
4695	86	3284	6884	2728
9512	7007	6557	6246	5568
3989	7418	4306	5905	534
8932	926	5289	3223	3618
2666	2449	3191	7031	8916
773	2803	8221	5200	2447
6736	3271	3708	3085	9027
816	3001	5828	7367	7095
5394	1836	7403	4942	3538
5653	2300	7267	24	9174
4983	2785	2302	6536	4113
2001	8531	205	9447	6829
342	2847	5740	3825	5079
1275	3299	4635	4519	103
1376	2173	172	5870	333
7581	9035	6747	6816	2501
8746	4425	8755	2299	3110
9593	3511	8862	3584	8348
314	9628	9698	7820	4095
2239	502	9398	1153	6974
6858	2248	2880	7765	2659
9170	545	4632	3135	2236
4130	8138	1598	4561	7343
7862	1155	6422	8182	7850
8960	8147	433	6209	3041
6978	9364	4335	6674	341
147	2124	3720	5623	4445
5315	8125	5356	1171	9243
2325	9316	4881	7347	8973
1430	9287	3579	4087	2265
8028	4930	673	3079	9373
3175	779	4211	8848	6837
2833	6767	1478	1413	9195
2546	6682	2032	386	1987
6691	1499	4450	8318	400
4934	1625	476	6689	331
2649	3173	7511	7006	4832
1922	5844	2870	1192	3170
988	8261	1545	6338	4059
936	7566	1426	1021	3877
7422	5103	4349	3406	2594
5416	6524	1092	4686	2149
6701	8502	3712	8770	3418
4064	1930	9056	5609	6535
1906	5163	2600	5793	7173
6248	3314	8640	5968	6493
3513	3826	2643	3461	6547
1572	6851	9438	6353	5227
7813	7234	1345	1285	7077
2037	4370	2656	1769	1528
6766	2688	5182	2422	5170
5380	8574	5280	4960	3847
182	3935	6588	8632	6881
1935	7351	6920	5271	8931
8328	5720	3602	7810	8740
6958	3264	4518	957	45
9568	4927	3509	4245	4304
4138	274	1864	5437	5816
1019	3562	4696	792	2403
3540	3548	3123	3809	4416
3587	4143	3698	1203	9232
5176	3549	5751	976	9413
876	7921	7821	2436	6254
5935	7265	5586	444	806
696	3053	1658	211	9179
4200	4917	4353	7769	2855
5133	562	8014	5122	7159
9043	1997	3634	3818	1578
7568	2709	2206	5487	7573
1690	7225	8196	4776	1378
6888	4972	7394	481	5244
6696	1674	6750	1807	6073
4379	391	9165	2415	4101
3627	6213	8425	8007	7482
8272	5340	4227	8046	3134
9338	2431	581	7383	1013
3328	1133	4512	3166	898
8238	6360	5932	9159	1250
8345	2366	6538	3104	6756
82	5652	622	4280	5350
5604	4205	9402	1898	5081
6039	8844	9491	2131	7220
4853	732	8775	4905	4809
1360	6354	8439	4469	2164
4111	6748	1222	366	9504
3613	4946	6334	4181	2850
1622	5509	6081	3966	9099
9700	420	4697	771	4646
8127	9324	5689	2254	6692
8178	6383	8595	4048	8812
3526	3598	5995	6020	9508
3078	5772	6208	1605	3833
3738	6170	4207	9262	6529
744	2773	4580	6630	3980
4923	4174	8149	8064	6489
7166	3831	5708	7407	6256
7074	4173	5896	1180	116
1521	5614	1463	5807	807
8185	6874	9555	5761	5834
3343	8349	2506	4746	5557
3077	9501	1700	363	2153
7886	7515	1805	7250	8281
537	5647	2071	559	5673
4929	8893	8562	5075	9328
1532	5712	7655	7329	7111
539	2931	5679	6652	5691
3357	1500	455	3853	7963
5757	769	4913	1669	6462
5593	1750	7395	2217	8174
6892	7428	8580	3118	3355
7785	7025	1916	8934	4530
837	5276	2519	4271	5458
423	654	3269	4781	1054
7156	3238	2970	7514	5169
1780	3117	5371	566	1620
2251	3122	5383	2467	2119
3363	5466	2459	3054	5553
8333	9284	176	3140	4680
7393	4503	8590	496	7182
2681	6379	6167	8771	3525
8340	7786	3045	5953	9584
8389	371	3806	4690	4575
9221	6403	707	1489	2228
2227	2363	1889	2620	5348
9533	4617	2087	1344	3577
4909	6676	3504	8203	9390
2820	6119	1582	2405	4038
74	6866	1998	8423	5996
9609	4794	2186	9489	8236
6975	5390	6007	8458	1357
5294	1862	8937	3988	5554
9685	3906	4466	6740	3385
9600	793	6490	953	2150
1026	6955	4601	668	5709
9522	3649	8002	1173	9112
5407	718	4436	1796	5843
1710	7401	5796	1966	608
4772	7969	5659	5683	5902
7644	4990	4903	9659	1634
3878	977	4778	9217	8039
706	8816	7110	104	1950
3377	8080	3947	5364	7059
5584	4030	5847	1038	1720
2921	3773	6114	1452	4856
1001	4739	3084	3074	7207
2808	8319	5113	1577	9385
7423	8195	4618	6322	4640
9680	2156	4577	6365	31
1213	6760	3568	4136	8032
2298	7860	2088	7501	6388
5685	229	7061	9503	3678
4587	5142	4884	8613	1764
7014	7282	4123	1937	3280
3431	6294	3987	4935	2281
2089	8006	5215	6377	8332
4808	8219	5187	9493	1472
5092	1264	2256	8639	4673
2365	8733	3120	3745	2888
2329	7877	7035	7904	2679
6705	5906	765	6315	8734
232	7779	6478	6732	3859
9525	5321	7731	178	8410
2801	1921	7599	8173	2502
1995	4943	2416	5168	8025
7997	596	3090	2770	4910
2238	5331	4443	115	8615
9469	1407	2730	9214	6792
9637	2874	4323	7680	947
1454	8381	2340	7536	9542
3287	2093	3080	8024	5365
4603	8919	399	4140	8527
7531	7542	4233	8606	7009
1880	8634	224	1122	9059
7836	6144	1778	1448	7815
3638	3656	8614	8400	257
7637	7443	1746	5478	7412
4726	5178	3800	7262	5266
5929	1239	2249	4037	126
762	1904	7433	5282	7964
7057	507	9155	3137	4971
6077	5977	9527	4020	2736
9663	5393	8921	2703	5492
2326	2576	6986	2476	7436
4689	2634	602	3792	3015
8957	4121	4449	9558	1268
2551	2828	4147	4999	4277
8375	9507	5344	5417	4212
5468	337	3060	4394	6449
3227	48	3978	225	7679
5264	4661	1099	4210	6479
3362	190	2077	6445	3663
9042	3883	5503	1970	3281
9419	5442	1408	3791	8337
7667	4488	7935	5260	1823
1748	6694	2585	7470	8123
8206	8103	7662	7848	9233
5404	5013	6962	7024	658
8656	4758	8744	3541	4859
3949	9536	758	7742	8132
2055	5825	4428	3304	1639
6272	3759	5325	2018	4728
4627	6264	4634	6616	6186
7503	3655	4484	5439	6921
2948	3693	2178	8963	3993
7316	1628	5714	7269	5151
7546	3939	5011	8857	577
3918	2749	321	9048	8322
7595	8113	6743	1657	4839
7600	295	6824	283	1130
7676	1564	3596	7634	5065
9340	6467	434	6825	2424
1169	3401	1632	9269	374
8701	2793	7641	1795	18
4267	2572	4593	4405	2914
5678	2396	7690	7967	7289
4806	163	3914	1465	7246
6870	9363	9244	1023	155
7261	8662	6668	2216	4727
2950	7797	2312	8442	6016
3235	5813	3650	5083	7626
3335	6910	1730	6684	1865
7283	8597	9160	2108	8782
531	651	8866	6202	6860
8772	2596	8418	1460	7292
2170	1631	7474	5697	9137
2362	5566	3614	3536	5819
1544	8834	3456	167	6801
2426	2881	4768	1439	1450
1972	6622	7953	5335	3744
9601	6037	9426	2078	1106
4319	1084	5601	5603	8872
832	6628	2063	140	149
1924	550	55	8343	4962
4315	8810	102	1341	797
5136	8892	1080	1212	7387
846	5549	2179	3927	2136
347	7533	1601	6913	6834
7098	841	2926	2898	2411
8065	6877	7331	6280	1516
1453	2628	173	7254	5337
4313	1190	4386	3198	148
9022	4918	3898	6191	3082
3869	8618	16	9257	8312
7328	247	1371	9468	4939
6053	4292	7998	1536	1269
5842	4432	3941	7562	8833
583	7154	8854	3318	2021
6833	9445	5975	315	3923
3755	7426	6141	2432	9446
4456	2359	7987	6719	7279
8257	8657	9256	3113	3009
5739	1194	3422	9215	2323
4895	674	946	4135	7215
7005	392	1457	4804	2787
4040	9629	9016	3428	1648
8040	5573	5810	272	8571
8630	9014	9129	742	3726
2486	5637	7959	8101	6381
9082	4133	7241	5916	4013
6274	7349	4365	1277	453
5060	6257	8786	2070	2626
8818	8437	4783	2772	497
1819	848	8066	5602	8513
8752	4520	6854	7459	301
2978	1863	5109	2399	2418
4290	5680	338	4534	5986
4596	4397	8754	3514	2118
8523	5402	4382	6083	7277
5424	4684	6908	1712	3378
7746	801	8121	2129	2280
634	3997	462	6603	9001
8947	7388	4197	6262	2698
2937	8723	4175	188	8879
2401	5775	1217	817	3975
8569	8407	5076	3016	9653
4483	7727	594	7685	8237
9672	8633	8795	2908	7337
1129	4408	5859	2250	1392
1724	7571	9058	9039	8478
3606	7905	2374	4900	5249
9076	4402	886	4307	7895
3748	5481	5583	6200	9093
6196	1377	2232	4050	8610
4438	9528	9236	2409	2295
1494	8880	3674	1849	4194
6132	8967	5529	2042	454
470	8303	387	920	6373
7703	5327	4024	7419	7160
2086	9669	8481	2835	7221
7223	9297	714	3276	7084
9497	4063	3130	4435	4610
4220	1163	7819	3625	6154
7558	7391	4331	9566	1201
5353	1562	2128	1287	8763
7517	329	1082	1964	7530
1687	4328	1179	3429	3790
4998	7572	4487	7743	7376
2708	4457	5022	6330	1245
1883	6704	9274	5993	4714
4737	8120	5261	8783	174
884	6212	1908	4293	5117
8552	6343	7606	1143	4384
6106	923	6562	7133	523
2761	1495	4049	2934	6104
8720	4480	2872	8710	1252
2339	4068	4192	2445	5770
2105	9346	5332	117	8990
5088	2672	2231	503	8514
2225	7814	7248	4051	6210
6048	4868	3751	589	1679
7894	408	5270	6070	3954
4069	7534	7231	7301	6058
7001	6333	3411	4164	2690
9010	8119	3209	5665	4250
3201	4372	3694	6871	8901
6693	2125	8945	6340	7179
1653	1711	4851	9063	5909
5879	1946	161	5316	4692
7875	463	6447	5375	323
4356	4287	799	1300	9075
7907	3647	4843	7342	380
2054	6034	8139	5067	9277
2916	1369	5288	966	9057
8122	2513	4371	525	1594
1616	4510	8128	6847	552
6709	4342	8688	7222	3190
5804	4585	3107	7638	4265
3621	1343	3121	4987	937
4230	2742	8737	6283	3288
1359	8887	7313	8705	6000
1168	2840	7432	3646	6509
5243	8067	2423	1273	216
1118	8724	3367	9575	9599
5000	5274	4559	4765	569
1254	2700	5171	4043	3642
3311	2601	8563	8626	3837
2729	3057	2648	3928	1645
1263	9585	4536	8200	8095
1581	1879	9473	6623	8034
8124	7303	1113	7070	7113
6672	6737	6252	4691	6176
209	8631	6263	3729	2161
191	5112	5631	6983	5540
5831	4273	4963	1969	6558
5196	2646	9319	7645	8567
9646	4992	8224	776	2205
3972	4892	9632	2324	1037
2841	1747	1005	8388	2034
8673	9581	8758	9589	1705
1028	2313	2843	9286	9218
6591	626	8436	3554	3611
7272	1279	412	5115	5021
7232	2529	6375	3873	2364
7980	1707	7776	6639	4243
2352	6339	1358	540	8202
8511	4011	2699	9671	6109
8405	4345	6409	4600	5575
4637	3660	7477	2705	1530
6497	3597	9020	8435	6287
3364	1202	3326	2974	479
4944	7471	2625	6987	1475
5776	6886	8579	284	7578
9291	5589	3931	2825	9382
4556	5362	7318	7398	7204
5585	1699	1322	8372	5287
5048	5700	1529	1552	4108
4947	9138	223	8903	1944
3762	2522	2275	8225	647
27	1301	1039	4626	3419
9069	8057	4613	2988	7493
5104	2875	5564	8154	5881
5189	6893	3453	5374	7754
7620	292	3302	1283	4012
5696	1014	6917	6614	7752
2270	7187	8210	1057	7055
478	4497	5670	1197	4675
7818	58	5544	6778	1132
9310	8696	6891	8482	7357
1319	2664	2372	6991	8045
4128	7101	3777	92	4683
4582	28	8251	4058	5925
1042	6169	7551	6115	7864
2668	6348	2965	2811	8970
9079	3234	6464	493	8055
2884	4738	5518	2348	3151
3241	1267	7359	5713	818
3228	3933	5521	3743	8342
6573	5300	8929	486	2670
9018	8717	7682	1845	351
7335	8820	9572	1385	6755
349	9574	9239	6482	9403
4052	3374	2434	1240	2320
5158	1670	1900	7559	5003
184	2844	4798	1719	1763
2983	8013	472	6430	441
729	5900	1022	6915	8704
655	5226	7445	2858	136
4430	8450	7990	821	6092
8052	1695	4830	2775	1479
2532	9648	5612	6512	995
8483	4595	4826	1121	393
3232	7936	1752	2641	2414
8585	3064	6800	5159	3475
2499	1586	5594	2334	39
1667	3410	8094	2967	8489
9529	7165	5638	5655	3096
7849	7625	4418	8177	5911
5186	9611	6098	8811	4263
3747	1623	6565	97	389
2040	1017	9161	6071	1627
5794	1276	3643	6362	2779
2106	5849	1506	7557	6440
7715	1666	4891	3195	617
1758	7200	1147	9587	6992
1158	3042	8789	3449	5805
5055	5366	5197	9153	5314
4764	8061	63	3210	3505
6989	2794	4137	8849	4524
9220	395	8268	1647	7955
7021	8505	8680	7330	6601
8533	446	5272	263	5001
7498	5102	4188	15	2246
3152	6510	8081	8134	6006
2406	7008	738	4294	8463
1638	6425	8329	1227	8424
2629	4134	4028	7302	7823
2851	877	9251	1732	3073
9495	4476	7134	5744	1989
7299	5278	8307	7978	5006
344	4072	3999	1391	2622
2407	3319	3369	4931	4914
9237	6599	7044	6319	35
6545	2523	6293	3482	1228
1098	8685	9028	4422	1870
9149	2457	2776	565	8841
5312	3442	7702	3220	318
9560	7058	494	4004	8995
896	5175	1869	2174	3849
5560	1421	9132	7348	1427
3043	5251	7870	6062	615
6352	4289	339	4400	9650
9110	7730	3171	4	3414
7326	5179	6282	9467	2928
3103	6472	4643	5569	998
7314	427	5058	1786	2273
8986	2638	5822	1309	3572
7260	4833	3024	1069	7628
4282	8491	6145	8885	5343
5310	89	7761	8564	4869
7026	5296	890	8241	2437
2309	4270	7755	5140	8619
7415	3768	4259	9570	9238
177	8059	2996	2017	5038
3239	1349	3334	3172	7900
5999	934	2911	5025	4151
9684	9499	1844	1868	1176
5945	4254	761	4364	348
8913	9211	8608	296	8692
3848	8806	3386	4191	1589
8611	325	3922	5978	781
1248	2208	287	6437	4163
7392	3376	2193	5912	111
6152	9127	242	4272	5650
2696	2111	8612	1755	3065
4204	4388	8377	9107	4470
7954	4144	2515	2900	6088
2616	7505	438	7737	181
5372	621	2282	1511	1166
7332	2474	3138	6501	7103
4996	1429	4351	6199	7519
1931	4547	114	5250	5225
3341	915	2524	5676	7826
6485	14	2475	332	6434
5927	8538	7334	7888	200
9336	2377	6618	7974	5880
6043	4110	7402	3337	8354
9295	9267	754	918	8855
4694	6990	6594	2945	2683
8742	398	646	2269	8383
7816	5815	993	394	6229
1206	1365	5668	3021	4161
616	4131	4659	1156	9547
9204	8804	829	5672	6688
130	49	2274	8900	6563
3563	3547	8239	9216	4701
2448	1074	7646	7034	872
5867	7411	2912	3990	2092
967	9656	4862	4398	3841
5592	4564	2083	8325	7518
3904	1981	4015	1294	7603
1405	7925	3636	2771	2707
7563	3018	2778	7949	2871
5401	3876	3323	8898	1434
7048	3099	4810	2943	214
8189	3433	2952	5061	4308
9513	1380	8587	1223	1219
9331	5789	3468	2345	1216
2148	9683	8666	6035	4391
6269	4467	6279	2292	7126
7748	802	3168	2158	8137
1149	740	2558	2404	5596
8638	7252	827	844	6759
4788	8779	5056	4129	2804
5257	6216	1261	8535	9670
3413	6650	1788	3068	5451
282	8517	6855	9387	9423
3776	2061	5128	488	3070
